time,sym,side,price,size
12:05:36.919,GOOG,B,779.75,400
12:05:38.265,REYA,B,44.55,400
12:05:41.216,FDP,B,4.65,200
12:05:45.145,HSBC,S,80.5,500
12:05:48.604,GOOG,S,780.4,1000
12:05:49.604,APPL,B,119.9,900
12:05:50.878,FDP,S,5.5,600
12:05:53.089,GOOG,B,779.7,400
12:05:56.596,REYA,B,44.9,300
12:05:57.401,APPL,S,120.2,700
12:05:58.317,GOOG,B,779.75,700
12:05:59.902,HSBC,S,80.25,100
12:06:03.482,REYA,B,44.65,1000
12:06:05.267,REYA,S,45.05,1000
12:06:09.081,APPL,S,120.5,100
12:06:10.796,REYA,B,44.65,400
12:06:13.443,REYA,B,44.7,600
12:06:15.718,GOOG,B,779.55,600
12:06:16.532,FDP,S,5.05,200
12:06:20.181,REYA,B,44.7,700
12:06:22.423,APPL,S,120.25,400
12:06:22.736,REYA,B,44.6,600
12:06:25.906,GOOG,B,779.55,1000
12:06:29.461,HSBC,B,79.6,800
12:06:29.650,APPL,S,120.1,500
12:06:30.157,FDP,S,5.45,200
12:06:32.404,HSBC,S,80.45,500
12:06:32.461,APPL,B,119.9,800
12:06:34.612,REYA,B,44.8,400
12:06:37.049,APPL,S,120.1,300
12:06:41.236,GOOG,S,780.05,600
12:06:43.025,APPL,B,119.85,400
12:06:43.211,APPL,S,120.45,1000
12:06:50.296,FDP,B,4.75,1000
12:06:55.528,REYA,S,45.2,900
12:07:01.398,GOOG,S,780.35,200
12:07:01.414,HSBC,S,80.1,900
12:07:03.175,FDP,B,4.75,1000
12:07:05.976,FDP,B,4.8,400
12:07:08.871,REYA,S,45.3,200
12:07:11.313,GOOG,B,779.9,1000
12:07:11.417,GOOG,B,779.8,1000
12:07:14.847,REYA,B,44.85,100
12:07:14.870,GOOG,B,779.75,500
12:07:15.926,HSBC,S,80.35,400
12:07:17.779,APPL,B,119.95,200
12:07:19.593,HSBC,S,80.2,600
12:07:23.029,GOOG,S,780.15,200
12:07:27.118,HSBC,B,79.8,300
12:07:28.210,GOOG,B,779.65,500
12:07:34.900,GOOG,S,780.2,100
12:07:40.624,REYA,B,44.55,900
12:07:43.224,HSBC,B,79.6,300
12:07:43.293,REYA,S,45.1,1000
12:07:45.647,REYA,B,44.5,500
12:07:49.003,REYA,B,44.95,800
12:07:54.617,APPL,B,119.75,200
12:08:09.511,FDP,B,4.75,1000
12:08:11.707,FDP,B,4.95,200
12:08:14.463,APPL,S,120.5,600
12:08:15.009,REYA,S,45.15,500
12:08:23.894,REYA,S,45.35,800
12:08:25.198,REYA,B,44.9,700
12:08:26.185,REYA,B,44.55,200
12:08:30.047,HSBC,S,80.05,500
12:08:35.905,APPL,B,119.75,1000
12:08:36.654,FDP,S,5.15,500
12:08:38.713,FDP,B,4.55,300
12:08:40.218,GOOG,S,780.05,100
12:08:42.306,HSBC,B,79.7,1000
12:08:46.588,REYA,B,44.75,200
12:08:47.721,APPL,S,120.35,1000
12:08:50.931,FDP,S,5.25,900
12:08:53.762,FDP,S,5.2,700
12:08:53.929,REYA,B,44.6,900
12:09:00.444,REYA,S,45.15,200
12:09:01.288,APPL,S,120.15,200
12:09:02.317,GOOG,B,779.8,500
12:09:03.969,REYA,B,44.85,400
12:09:11.985,GOOG,B,779.55,600
12:09:12.027,HSBC,S,80.15,1000
12:09:18.394,REYA,S,45.45,500
12:09:19.573,FDP,S,5.2,1000
12:09:24.206,APPL,B,119.9,300
12:09:24.403,REYA,S,45.1,500
12:09:28.345,HSBC,B,79.6,300
12:09:29.219,FDP,B,4.6,800
12:09:35.846,FDP,B,4.75,1000
12:09:36.549,GOOG,B,779.95,700
12:09:40.323,FDP,B,4.9,900
12:09:40.486,HSBC,S,80.1,900
12:09:41.305,FDP,B,4.95,300
12:09:42.540,FDP,B,4.75,100
12:09:45.068,HSBC,B,79.8,800
12:09:48.650,GOOG,B,779.8,400
12:09:51.106,REYA,B,44.9,600
12:09:58.658,FDP,B,4.75,100
12:09:58.659,REYA,B,44.75,1000
12:09:59.140,GOOG,S,780.3,1000
12:10:00.142,FDP,B,4.6,400
12:10:01.328,HSBC,S,80.2,800
12:10:08.980,APPL,B,119.75,500
12:10:18.223,HSBC,S,80.4,500
12:10:23.697,GOOG,S,780.35,100
12:10:23.800,GOOG,S,780.25,300
12:10:25.251,HSBC,S,80.1,200
12:10:26.579,GOOG,S,780.45,100
12:10:28.266,HSBC,S,80.25,100
12:10:28.473,REYA,B,44.8,600
12:10:28.495,HSBC,B,79.95,700
12:10:29.182,APPL,B,119.9,700
12:10:31.014,FDP,B,4.65,600
12:10:33.358,HSBC,B,79.95,300
12:10:33.800,HSBC,S,80.35,500
12:10:34.982,REYA,B,44.5,300
12:10:35.126,FDP,S,5.3,800
12:10:39.939,HSBC,B,79.7,800
12:10:44.254,HSBC,S,80.25,200
12:10:45.724,REYA,S,45.3,1000
12:10:46.125,GOOG,B,779.75,300
12:10:48.212,GOOG,S,780.4,500
12:10:52.134,FDP,B,4.6,1000
12:10:52.613,HSBC,S,80.35,100
12:10:53.020,APPL,B,119.55,300
12:10:58.413,GOOG,S,780.2,200
12:11:02.713,HSBC,S,80.25,300
12:11:05.136,GOOG,S,780.25,900
12:11:08.361,GOOG,S,780.35,500
12:11:09.712,GOOG,S,780.15,600
12:11:12.544,APPL,S,120.3,800
12:11:16.057,GOOG,S,780.15,900
12:11:21.191,REYA,B,44.95,600
12:11:22.499,GOOG,S,780.35,600
12:11:23.041,APPL,B,119.6,200
12:11:26.562,FDP,S,5.1,100
12:11:29.274,FDP,B,4.8,400
12:11:29.294,HSBC,B,79.75,900
12:11:29.986,APPL,B,119.8,400
12:11:31.330,GOOG,S,780.25,700
12:11:32.474,REYA,S,45.4,300
12:11:34.445,APPL,S,120.3,1000
12:11:36.053,GOOG,B,779.55,900
12:11:38.396,FDP,S,5.25,100
12:11:42.949,REYA,S,45.15,900
12:11:47.880,APPL,B,119.9,700
12:11:56.401,FDP,S,5.45,600
12:11:58.522,APPL,S,120.05,500
12:12:08.900,HSBC,S,80.15,800
12:12:10.879,REYA,S,45.15,300
12:12:15.339,HSBC,B,79.65,100
12:12:16.558,HSBC,S,80.35,700
12:12:23.188,HSBC,S,80.05,700
12:12:25.591,REYA,B,44.5,300
12:12:26.271,GOOG,B,779.65,500
12:12:28.189,APPL,B,119.65,600
12:12:32.599,HSBC,S,80.25,500
12:12:32.958,REYA,B,44.95,200
12:12:33.201,APPL,S,120.2,900
12:12:33.632,GOOG,S,780.1,800
12:12:41.618,GOOG,S,780.45,600
12:12:47.231,FDP,B,4.8,900
12:12:52.939,APPL,B,119.5,800
12:12:53.832,FDP,S,5.5,200
12:12:57.822,GOOG,S,780.35,100
12:13:00.840,FDP,B,4.5,400
12:13:08.708,GOOG,S,780.45,300
12:13:12.356,APPL,B,119.5,400
12:13:13.678,HSBC,B,79.9,200
12:13:13.952,FDP,S,5.05,1000
12:13:18.857,HSBC,S,80.4,900
12:13:19.637,APPL,S,120.2,100
12:13:29.851,APPL,S,120.05,200
12:13:30.549,FDP,S,5.25,900
12:13:31.077,FDP,B,4.7,100
12:13:32.453,FDP,S,5.2,600
12:13:33.902,APPL,S,120.1,200
12:13:45.174,GOOG,B,779.95,700
12:13:45.287,REYA,B,44.9,100
12:13:45.529,REYA,S,45.45,600
12:13:47.870,GOOG,B,779.7,600
12:13:48.725,GOOG,B,779.55,200
12:13:49.378,FDP,B,4.6,100
12:13:50.358,FDP,S,5.3,600
12:13:52.335,APPL,S,120.4,600
12:13:53.722,APPL,B,119.8,400
12:13:54.920,HSBC,S,80.15,200
12:13:56.541,HSBC,B,79.75,900
12:14:01.563,APPL,S,120.3,800
12:14:03.625,FDP,B,4.75,200
12:14:09.009,REYA,B,44.5,700
12:14:09.278,GOOG,S,780.5,1000
12:14:11.541,HSBC,B,79.8,200
12:14:11.740,APPL,B,119.7,1000
12:14:14.415,FDP,B,4.7,400
12:14:19.150,APPL,B,119.6,100
12:14:20.343,FDP,B,4.9,300
12:14:24.950,FDP,B,4.95,900
12:14:27.265,GOOG,B,779.5,200
12:14:28.020,HSBC,B,79.95,700
12:14:32.556,HSBC,S,80.3,1000
12:14:32.902,REYA,S,45.4,700
12:14:34.605,GOOG,S,780.05,400
12:14:38.811,HSBC,S,80.05,900
12:14:40.177,GOOG,S,780.3,200
12:14:43.370,FDP,S,5.45,900
12:14:46.855,GOOG,S,780.45,800
12:14:48.084,HSBC,B,79.85,100
12:14:51.551,HSBC,B,79.9,800
12:14:51.913,REYA,B,44.8,400
12:14:53.036,GOOG,B,779.95,900
12:14:53.520,HSBC,B,79.6,700
12:14:55.595,HSBC,S,80.5,800
12:14:58.408,GOOG,S,780.1,900
12:14:58.552,HSBC,B,79.5,800
12:15:00.270,GOOG,B,779.65,500
12:15:00.512,HSBC,B,79.95,100
12:15:00.810,APPL,S,120.05,700
12:15:04.814,GOOG,S,780.5,100
12:15:08.110,APPL,S,120.1,600
12:15:12.626,FDP,B,4.65,300
12:15:12.740,REYA,S,45.15,800
12:15:15.958,APPL,B,119.95,1000
12:15:18.619,REYA,S,45.5,600
12:15:28.306,HSBC,B,79.7,100
12:15:31.470,APPL,S,120.3,600
12:15:31.659,FDP,B,4.8,600
12:15:32.983,REYA,B,44.5,300
12:15:34.343,HSBC,S,80.2,400
12:15:37.631,HSBC,S,80.2,900
12:15:45.593,GOOG,S,780.2,400
12:15:49.005,REYA,S,45.35,1000
12:15:49.663,REYA,B,44.55,200
12:15:50.014,FDP,B,4.7,300
12:15:51.105,APPL,S,120.05,500
12:15:56.196,HSBC,B,79.5,700
12:15:56.303,REYA,S,45.35,300
12:15:58.107,HSBC,S,80.3,700
12:15:59.680,APPL,B,119.6,300
12:16:02.672,APPL,S,120.5,800
12:16:02.947,REYA,S,45.05,500
12:16:04.582,APPL,B,119.95,900
12:16:06.687,REYA,B,44.6,900
12:16:12.938,APPL,S,120.2,600
12:16:18.186,HSBC,S,80.2,300
12:16:18.558,HSBC,B,79.95,100
12:16:21.145,GOOG,S,780.45,600
12:16:27.703,GOOG,S,780.05,200
12:16:30.583,GOOG,B,779.65,300
12:16:32.270,FDP,B,4.9,100
12:16:36.842,FDP,B,4.8,800
12:16:42.508,GOOG,B,779.75,800
12:16:42.679,GOOG,B,779.75,900
12:16:45.562,FDP,B,4.6,1000
12:16:45.927,GOOG,B,779.55,500
12:16:47.708,GOOG,B,779.65,200
12:16:52.846,GOOG,S,780.3,1000
12:16:57.943,GOOG,S,780.3,200
12:17:01.904,APPL,S,120.45,500
12:17:02.058,APPL,S,120.4,900
12:17:03.053,FDP,B,4.65,1000
12:17:17.693,APPL,S,120.35,700
12:17:23.302,APPL,S,120.05,800
12:17:26.632,APPL,S,120.2,900
12:17:27.034,REYA,B,44.75,1000
12:17:28.527,GOOG,S,780.15,300
12:17:30.135,HSBC,B,79.6,100
12:17:33.901,GOOG,S,780.05,900
12:17:36.061,GOOG,B,779.8,900
12:17:41.550,GOOG,B,779.6,100
12:17:42.640,APPL,B,119.6,100
12:17:42.794,FDP,S,5.15,300
12:17:44.054,HSBC,S,80.1,900
12:17:44.782,APPL,S,120.1,300
12:17:45.904,FDP,B,4.9,700
12:17:45.980,APPL,B,119.6,700
12:17:46.877,FDP,B,4.8,100
12:17:47.599,FDP,B,4.7,300
12:17:49.590,GOOG,S,780.1,200
12:17:50.000,FDP,B,4.7,300
12:17:50.909,GOOG,B,779.55,400
12:17:51.323,FDP,B,4.6,900
12:17:54.568,HSBC,B,79.5,1000
12:17:55.578,REYA,S,45.35,800
12:17:59.701,HSBC,B,79.95,800
12:18:01.697,HSBC,B,79.95,800
12:18:07.547,HSBC,S,80.45,800
12:18:08.499,REYA,S,45.45,100
12:18:08.667,FDP,B,4.95,500
12:18:11.740,GOOG,S,780.2,900
12:18:11.909,HSBC,S,80.2,100
12:18:13.606,HSBC,S,80.5,300
12:18:20.187,REYA,S,45.5,300
12:18:22.089,APPL,S,120.45,200
12:18:23.542,FDP,S,5.2,400
12:18:28.191,HSBC,B,79.8,400
12:18:30.325,APPL,B,119.85,400
12:18:31.187,GOOG,S,780.1,300
12:18:31.270,REYA,B,44.75,1000
12:18:31.516,HSBC,S,80.3,500
12:18:32.628,HSBC,S,80.35,200
12:18:33.540,REYA,S,45.5,100
12:18:33.711,FDP,S,5.5,500
12:18:35.783,GOOG,S,780.4,100
12:18:37.078,FDP,S,5.4,100
12:18:37.394,GOOG,B,779.8,300
12:18:38.495,REYA,S,45.3,600
12:18:39.640,FDP,S,5.3,400
12:18:42.181,FDP,S,5.05,300
12:18:42.924,FDP,S,5.2,300
12:18:43.253,REYA,B,44.65,200
12:18:44.433,APPL,S,120.25,400
12:18:48.945,FDP,S,5.2,800
12:18:51.585,GOOG,B,779.6,200
12:18:51.699,FDP,B,4.9,800
12:18:52.431,FDP,S,5.2,700
12:18:55.094,APPL,B,119.65,300
12:18:55.697,REYA,B,44.5,100
12:18:56.445,APPL,B,119.9,900
12:18:57.179,HSBC,B,79.65,500
12:19:02.345,APPL,S,120.5,400
12:19:04.885,HSBC,S,80.1,300
12:19:08.067,GOOG,S,780.15,100
12:19:11.932,REYA,S,45.05,200
12:19:15.825,REYA,S,45.4,400
12:19:19.233,APPL,S,120.35,100
12:19:20.937,REYA,B,44.95,700
12:19:21.257,HSBC,S,80.35,1000
12:19:25.504,HSBC,S,80.15,1000
12:19:28.865,FDP,S,5.4,500
12:19:31.275,FDP,B,4.55,600
12:19:34.984,FDP,S,5.05,100
12:19:36.164,HSBC,S,80.1,600
12:19:37.377,FDP,S,5.25,900
12:19:38.221,GOOG,B,779.85,100
12:19:42.201,REYA,S,45.1,500
12:19:44.164,HSBC,B,79.8,800
12:19:45.399,GOOG,S,780.35,1000
12:19:46.197,FDP,S,5.2,600
12:19:47.964,REYA,B,44.5,1000
12:19:50.588,APPL,S,120.4,800
12:19:52.938,GOOG,B,779.85,300
12:19:57.646,GOOG,S,780.15,300
12:19:59.884,APPL,S,120.35,600
12:20:00.321,HSBC,S,80.35,900
12:20:07.462,APPL,B,119.65,200
12:20:13.359,GOOG,S,780.4,800
12:20:18.324,REYA,B,44.65,1000
12:20:18.622,APPL,S,120.4,100
12:20:21.166,REYA,B,44.8,100
12:20:28.461,FDP,S,5.1,1000
12:20:30.409,APPL,S,120.5,100
12:20:30.566,GOOG,B,779.5,1000
12:20:33.418,REYA,S,45.05,400
12:20:37.060,REYA,B,44.95,800
12:20:37.716,HSBC,S,80.05,500
12:20:39.627,REYA,B,44.65,300
12:20:44.399,GOOG,S,780.1,1000
12:20:46.398,FDP,S,5.15,500
12:20:54.547,GOOG,B,779.5,600
12:20:55.955,FDP,B,4.7,100
12:20:57.046,GOOG,S,780.4,800
12:20:58.066,HSBC,S,80.5,900
12:21:00.944,REYA,S,45.05,700
12:21:04.074,APPL,B,119.55,700
12:21:06.344,HSBC,S,80.5,600
12:21:09.626,HSBC,B,79.85,600
12:21:12.695,APPL,S,120.2,800
12:21:13.255,REYA,B,44.75,300
12:21:19.321,GOOG,B,779.95,500
12:21:21.509,GOOG,S,780.5,900
12:21:21.657,APPL,B,119.8,300
12:21:23.737,GOOG,B,779.6,200
12:21:24.314,APPL,B,119.7,300
12:21:24.673,APPL,S,120.45,100
12:21:25.551,FDP,B,4.95,600
12:21:26.482,FDP,S,5.4,600
12:21:27.434,FDP,S,5.2,600
12:21:27.658,GOOG,S,780.2,200
12:21:29.644,GOOG,S,780.15,700
12:21:31.391,HSBC,S,80.35,1000
12:21:34.257,HSBC,S,80.05,400
12:21:40.771,REYA,B,44.6,700
12:21:43.619,FDP,S,5.05,700
12:21:46.348,HSBC,S,80.2,600
12:21:46.976,APPL,B,119.8,700
12:21:51.943,GOOG,B,779.5,200
12:21:53.435,REYA,S,45.15,700
12:21:54.017,GOOG,S,780.25,800
12:21:56.365,HSBC,S,80.4,500
12:21:57.504,REYA,S,45.5,500
12:21:59.116,FDP,S,5.5,200
12:21:59.977,FDP,S,5.5,300
12:21:59.987,REYA,S,45.5,800
12:22:01.239,APPL,S,120.15,1000
12:22:02.226,FDP,B,4.75,700
12:22:08.181,APPL,B,119.9,300
12:22:10.018,GOOG,S,780.35,200
12:22:15.244,REYA,B,44.55,300
12:22:15.274,APPL,S,120.15,200
12:22:17.066,HSBC,B,79.7,800
12:22:17.598,HSBC,B,79.5,300
12:22:18.012,GOOG,B,779.65,700
12:22:20.150,APPL,B,119.85,600
12:22:20.673,HSBC,B,79.55,900
12:22:22.071,HSBC,S,80.3,400
12:22:24.938,FDP,B,4.75,800
12:22:28.647,HSBC,S,80.1,1000
12:22:32.883,HSBC,S,80.1,200
12:22:33.516,HSBC,B,79.8,500
12:22:34.897,APPL,S,120.3,300
12:22:40.745,REYA,S,45.35,1000
12:22:42.918,APPL,B,119.55,800
12:22:45.384,GOOG,S,780.25,1000
12:22:48.406,REYA,S,45.1,200
12:22:48.707,GOOG,B,779.85,400
12:22:48.944,GOOG,B,779.75,200
12:22:49.184,FDP,B,4.75,800
12:22:53.246,REYA,B,44.65,1000
12:22:54.433,GOOG,S,780.05,200
12:22:54.503,APPL,S,120.05,400
12:22:56.743,FDP,B,4.85,1000
12:22:58.895,FDP,S,5.05,1000
12:23:02.028,FDP,B,4.95,300
12:23:09.334,REYA,B,44.8,100
12:23:11.268,APPL,B,119.65,600
12:23:12.465,GOOG,S,780.15,900
12:23:15.495,GOOG,S,780.2,900
12:23:19.518,REYA,S,45.4,500
12:23:21.369,APPL,B,119.85,100
12:23:22.312,GOOG,B,779.6,300
12:23:22.545,GOOG,S,780.2,1000
12:23:26.177,GOOG,S,780.35,900
12:23:30.520,APPL,B,119.6,700
12:23:32.174,REYA,B,44.8,300
12:23:37.404,REYA,B,44.95,100
12:23:37.842,HSBC,S,80.45,100
12:23:41.696,REYA,S,45.1,1000
12:23:43.651,HSBC,B,79.7,1000
12:23:45.439,REYA,S,45.15,1000
12:23:53.479,REYA,B,44.7,1000
12:23:54.582,FDP,B,4.95,400
12:24:02.094,APPL,B,119.75,900
12:24:04.680,APPL,S,120.4,500
12:24:08.116,APPL,S,120.05,900
12:24:09.163,REYA,S,45.1,900
12:24:09.460,FDP,S,5.1,100
12:24:13.415,GOOG,S,780.5,700
12:24:21.621,FDP,B,4.7,600
12:24:22.243,REYA,B,44.5,500
12:24:34.553,REYA,S,45.2,500
12:24:34.662,REYA,B,44.7,700
12:24:35.821,GOOG,S,780.35,400
12:24:37.080,GOOG,B,779.9,800
12:24:38.388,REYA,S,45.35,800
12:24:40.259,REYA,S,45.2,300
12:24:43.277,GOOG,B,779.85,900
12:24:46.488,HSBC,S,80.15,400
12:24:47.394,APPL,S,120.3,1000
12:24:48.231,HSBC,B,79.55,600
12:24:51.727,HSBC,S,80.45,200
12:24:51.942,FDP,B,4.7,900
12:24:53.938,REYA,B,44.8,400
12:24:54.392,REYA,B,44.9,900
12:24:54.504,GOOG,S,780.3,600
12:24:57.149,HSBC,S,80.05,100
12:24:58.263,FDP,B,4.65,900
12:24:59.842,HSBC,S,80.2,200
12:25:08.668,FDP,B,4.85,100
12:25:10.394,GOOG,B,779.55,1000
12:25:16.590,FDP,B,4.65,1000
12:25:17.151,HSBC,S,80.15,300
12:25:23.500,HSBC,B,79.6,700
12:25:23.975,GOOG,S,780.2,300
12:25:28.014,GOOG,S,780.05,300
12:25:28.198,HSBC,B,79.75,700
12:25:29.099,REYA,B,44.9,500
12:25:31.499,APPL,S,120.25,800
12:25:31.711,APPL,S,120.5,500
12:25:32.228,APPL,S,120.3,800
12:25:33.207,APPL,B,119.75,300
12:25:35.714,HSBC,S,80.2,400
12:25:38.053,REYA,S,45.2,100
12:25:38.146,HSBC,B,79.9,600
12:25:39.518,REYA,B,44.9,100
12:25:40.649,APPL,B,119.95,500
12:25:41.297,HSBC,S,80.5,900
12:25:42.114,FDP,S,5.1,1000
12:25:44.611,REYA,B,44.6,600
12:25:50.111,APPL,B,119.7,300
12:25:52.489,APPL,S,120.45,700
12:25:54.046,GOOG,B,779.8,300
12:25:56.634,FDP,B,4.75,800
12:26:00.649,REYA,B,44.95,300
12:26:00.844,FDP,S,5.45,300
12:26:05.283,FDP,S,5.1,400
12:26:05.364,HSBC,S,80.4,100
12:26:09.172,GOOG,S,780.05,700
12:26:13.927,GOOG,B,779.9,600
12:26:14.907,HSBC,S,80.45,500
12:26:15.689,FDP,S,5.2,300
12:26:16.190,HSBC,S,80.3,1000
12:26:27.537,REYA,S,45.45,400
12:26:30.036,GOOG,S,780.4,800
12:26:31.778,REYA,S,45.35,900
12:26:45.549,FDP,S,5.4,600
12:26:50.648,FDP,S,5.5,800
12:26:51.044,REYA,S,45.25,100
12:26:51.936,GOOG,S,780.1,500
12:26:52.957,REYA,S,45.3,600
12:26:53.046,APPL,S,120.3,900
12:26:56.221,FDP,S,5.2,300
12:26:59.552,REYA,S,45.1,900
12:27:01.712,APPL,B,119.75,500
12:27:02.205,GOOG,S,780.05,600
12:27:02.210,HSBC,B,79.9,100
12:27:06.219,REYA,B,44.75,700
12:27:09.491,HSBC,S,80.5,1000
12:27:11.491,APPL,B,119.5,100
12:27:17.381,REYA,S,45.5,100
12:27:19.345,HSBC,S,80.45,600
12:27:19.996,FDP,S,5.15,900
12:27:20.158,FDP,S,5.3,200
12:27:22.300,FDP,S,5.15,100
12:27:25.131,HSBC,B,79.8,200
12:27:25.602,FDP,B,4.85,300
12:27:28.493,HSBC,S,80.4,400
12:27:34.046,FDP,S,5.05,600
12:27:36.867,GOOG,B,779.75,200
12:27:40.179,GOOG,S,780.3,400
12:27:43.799,FDP,S,5.15,300
12:27:50.453,GOOG,S,780.05,900
12:27:56.781,APPL,B,119.95,300
12:27:58.285,APPL,S,120.5,100
12:27:58.702,HSBC,B,79.85,200
12:28:00.367,GOOG,S,780.3,1000
12:28:01.407,REYA,S,45.05,900
12:28:02.433,APPL,S,120.25,400
12:28:09.629,HSBC,B,79.55,100
12:28:10.645,REYA,B,44.95,1000
12:28:11.550,FDP,S,5.3,200
12:28:14.123,HSBC,B,79.65,1000
12:28:14.347,FDP,S,5.35,300
12:28:19.014,APPL,S,120.2,100
12:28:19.308,FDP,B,4.95,100
12:28:28.981,APPL,S,120.5,500
12:28:29.116,FDP,S,5.1,700
12:28:33.150,HSBC,B,79.5,900
12:28:33.551,REYA,B,44.75,700
12:28:35.290,HSBC,B,79.7,800
12:28:37.393,APPL,S,120.5,200
12:28:42.665,GOOG,B,779.5,1000
12:28:44.230,REYA,B,44.5,100
12:28:45.535,FDP,B,4.9,100
12:28:49.054,FDP,S,5.4,200
12:28:54.051,FDP,S,5.25,700
12:28:55.087,HSBC,B,79.65,900
12:28:57.582,GOOG,B,779.9,700
12:29:07.326,APPL,S,120.4,700
12:29:09.525,HSBC,S,80.05,100
12:29:10.640,APPL,B,119.55,1000
12:29:11.056,FDP,B,4.75,300
12:29:15.645,HSBC,B,79.75,500
12:29:20.655,REYA,B,44.7,800
12:29:22.049,HSBC,S,80.5,400
12:29:24.308,GOOG,B,779.95,200
12:29:34.465,HSBC,S,80.15,200
12:29:36.703,REYA,S,45.45,900
12:29:38.497,FDP,S,5.3,700
12:29:40.279,FDP,B,4.75,500
12:29:48.701,HSBC,B,79.65,900
12:29:49.793,HSBC,B,79.95,100
12:29:51.675,REYA,S,45.1,100
12:29:55.557,FDP,B,4.6,600
12:29:56.347,REYA,S,45.15,800
12:29:56.856,REYA,S,45.4,300
12:29:58.269,REYA,B,44.9,700
12:30:00.409,HSBC,S,80.1,500
12:30:04.519,FDP,S,5.15,200
12:30:04.941,REYA,B,44.9,700
12:30:05.186,REYA,B,44.75,400
12:30:07.388,APPL,B,119.8,200
12:30:07.786,APPL,B,119.85,300
12:30:10.549,APPL,S,120.2,1000
12:30:10.692,GOOG,B,779.6,500
12:30:10.919,FDP,S,5.25,700
12:30:12.813,GOOG,S,780.5,700
12:30:19.148,APPL,S,120.4,800
12:30:19.506,REYA,S,45.35,700
12:30:19.577,GOOG,S,780.1,400
12:30:19.635,REYA,B,44.8,900
12:30:22.319,HSBC,B,79.7,800
12:30:26.711,REYA,S,45.5,800
12:30:27.091,GOOG,S,780.15,700
12:30:28.062,APPL,S,120.15,700
12:30:29.070,REYA,B,44.5,500
12:30:35.704,GOOG,B,779.7,1000
12:30:39.894,APPL,S,120.1,100
12:30:41.016,APPL,S,120.45,600
12:30:42.309,FDP,B,4.65,200
12:30:42.482,APPL,S,120.35,900
12:30:43.060,FDP,S,5.3,600
12:30:48.910,REYA,S,45.45,300
12:30:49.034,APPL,S,120.15,400
12:30:50.105,APPL,S,120.4,1000
12:30:50.863,HSBC,B,79.7,100
12:30:55.028,REYA,B,44.95,600
12:30:55.615,FDP,S,5.35,900
12:30:57.127,FDP,S,5.25,500
12:30:59.900,REYA,B,44.5,700
12:31:01.619,GOOG,S,780.35,600
12:31:02.070,APPL,S,120.45,800
12:31:17.979,HSBC,B,79.9,900
12:31:20.819,HSBC,B,79.55,600
12:31:23.571,REYA,S,45.1,900
12:31:28.813,FDP,B,4.95,700
12:31:29.314,APPL,B,119.55,700
12:31:31.658,HSBC,S,80.25,700
12:31:35.123,APPL,B,119.9,800
12:31:38.032,HSBC,B,79.75,700
12:31:44.045,HSBC,B,79.65,700
12:31:45.438,REYA,B,44.95,400
12:31:49.181,APPL,S,120.45,700
12:31:50.689,FDP,S,5.05,500
12:31:51.212,FDP,B,4.55,800
12:31:53.022,FDP,B,4.9,1000
12:31:53.036,HSBC,B,79.75,200
12:31:57.865,REYA,B,44.55,700
12:31:58.198,REYA,B,44.65,300
12:32:01.828,HSBC,S,80.5,100
12:32:08.607,GOOG,S,780.5,700
12:32:08.743,FDP,B,4.75,400
12:32:08.805,FDP,B,4.7,300
12:32:11.274,FDP,B,4.95,1000
12:32:11.403,REYA,S,45.4,100
12:32:20.074,FDP,S,5.2,700
12:32:24.578,REYA,B,44.75,200
12:32:26.669,REYA,B,44.65,300
12:32:27.671,FDP,B,4.65,900
12:32:37.080,APPL,B,119.75,500
12:32:38.620,HSBC,S,80.4,400
12:32:45.811,FDP,S,5.45,500
12:32:45.842,GOOG,B,779.65,400
12:32:48.749,HSBC,S,80.15,200
12:32:50.259,GOOG,B,779.85,400
12:32:52.991,GOOG,B,779.9,700
12:32:54.344,APPL,S,120.05,200
12:32:56.074,APPL,S,120.4,600
12:32:59.471,HSBC,B,79.75,700
12:33:10.137,APPL,S,120.35,800
12:33:10.529,APPL,B,119.7,1000
12:33:13.887,APPL,B,119.75,200
12:33:15.028,REYA,B,44.75,1000
12:33:16.873,FDP,B,4.75,800
12:33:16.980,REYA,S,45.4,700
12:33:18.673,APPL,S,120.4,500
12:33:20.467,GOOG,B,779.75,300
12:33:29.223,FDP,S,5.25,700
12:33:29.224,HSBC,B,79.75,500
12:33:29.389,HSBC,B,79.75,400
12:33:34.876,GOOG,S,780.45,100
12:33:35.617,GOOG,S,780.4,100
12:33:38.655,APPL,B,119.55,100
12:33:39.552,REYA,B,44.9,700
12:33:39.576,GOOG,S,780.35,600
12:33:41.160,APPL,S,120.5,500
12:33:41.880,REYA,B,44.55,200
12:33:45.355,REYA,S,45.2,400
12:33:49.098,HSBC,B,79.85,1000
12:33:51.481,FDP,B,4.95,900
12:33:59.053,HSBC,S,80.3,300
12:33:59.161,GOOG,B,779.85,1000
12:34:00.487,APPL,B,119.7,700
12:34:01.033,FDP,B,4.8,500
12:34:01.332,REYA,B,44.5,1000
12:34:02.168,GOOG,B,779.85,200
12:34:03.654,FDP,S,5.2,300
12:34:05.215,FDP,B,4.65,700
12:34:06.165,HSBC,S,80.2,700
12:34:06.171,HSBC,S,80.25,200
12:34:07.481,HSBC,S,80.2,800
12:34:09.144,FDP,B,4.85,600
